Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
146,72,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2012 Nissan Titan Crew Cab S 4x4,Nissan,2012 Nissan Titan,2012,317,385
105,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Nissan Titan Crew Cab SV,Nissan,2012 Nissan Titan,2012,317,385
105,58,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Nissan Titan Crew Cab SV Long Bed,Nissan,2012 Nissan Titan,2012,317,385
146,72,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2012 Nissan Titan Crew Cab SV 4x4,Nissan,2012 Nissan Titan,2012,317,385
146,58,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2012 Nissan Titan Crew Cab SV Long Bed 4x4,Nissan,2012 Nissan Titan,2012,317,385
153,72,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2012 Nissan Titan Crew Cab PRO-4X,Nissan,2012 Nissan Titan,2012,317,385
115,72,227,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Nissan Titan Crew Cab SL,Nissan,2012 Nissan Titan,2012,317,385
156,72,227,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,17,Automatic transmission,2012 Nissan Titan Crew Cab SL 4x4,Nissan,2012 Nissan Titan,2012,317,385
102,188,224,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,210,235
102,188,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
102,188,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Express Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
102,188,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330
102,188,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Regular Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
118,188,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,8,E85,12,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330
118,188,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
118,188,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Express Regular Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
118,188,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Regular Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330
118,188,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Regular Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
115,184,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Big Horn Quad Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
115,184,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Lone Star Quad Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330
115,184,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Lone Star Quad Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
115,184,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Quad Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330
115,184,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Quad Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Big Horn Quad Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
130,184,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 Lone Star Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Lone Star Quad Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
130,184,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Quad Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
115,184,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Big Horn Crew Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
115,184,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Lone Star Crew Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
115,184,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Crew Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330
115,184,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Crew Cab 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407
107,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Big Horn Crew Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
107,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Lone Star Crew Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
107,184,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Crew Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330
107,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Crew Cab 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407
130,184,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,True,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 Big Horn Quad Cab 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330
135,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 FX2 SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
135,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 FX2 SuperCab 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,15,Automatic transmission,2011 Ford F-150 FX2 SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 FX2 SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
95,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,15,Automatic transmission,2011 Ford F-150 FX2 SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,45,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 FX2 SuperCrew 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
135,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
135,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 FX4 SuperCab 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
143,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Ford F-150 FX4 SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 FX4 SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
148,45,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Ford F-150 FX4 SuperCrew 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
148,45,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 FX4 SuperCrew 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,45,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
148,45,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
148,45,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
143,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
135,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,15,Automatic transmission,2011 Ford F-150 Lariat SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
135,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
135,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Ford F-150 Lariat SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
135,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Lariat SuperCab 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed  6.2L,Ford,2011 Ford F-150,2011,411,434
143,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
143,253,212,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,16,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 6.2L 4X4,Ford,2011 Ford F-150,2011,411,434
95,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,15,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,15,Automatic transmission,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 King-Ranch SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
148,45,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,11,E85,15,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed  6.2L,Ford,2011 Ford F-150,2011,411,434
143,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
143,253,212,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,16,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 5.5-ft. Bed 6.2L 4X4,Ford,2011 Ford F-150,2011,411,434
95,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,45,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Ford F-150 Platinum SuperCrew 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
143,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Ford F-150 Lariat SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
102,36,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 STX 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
102,36,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 STX 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
138,36,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 STX 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
138,36,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 STX 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
135,253,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 STX SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
135,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 STX SuperCab 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
135,253,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 STX SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
135,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 STX SuperCab 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
199,234,144,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,16,Automatic transmission,2011 Ford F-150 SVT Raptor SuperCab 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,411,434
199,7,144,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,16,Automatic transmission,2011 Ford F-150 SVT Raptor SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,411,434
102,36,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
102,36,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
138,36,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
138,36,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Ford F-150 XL 8-ft. Bed,Ford,2011 Ford F-150,2011,365,420
143,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL 8-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
143,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XL 8-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420
133,253,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 XL 8-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
133,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XL 8-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
