Identification.ID,Is_Hybrid,Engine Information.Engine Type,Year,Driveline,Transmission,Horsepower,Torque,Displacement,Cylinder_Count,Gears_Forward,Height,Length,Width,MPG_CITY,MPG_HWY,Fuel_Type,Make,Model_Year
2010 Porsche Cayenne S,TRUE,Porsche 4.8L 8 cylinder 385 hp 369 ft-lbs,2010,3,2,385,369,4.8,8 ,6,163,190,138,13,19,Gasoline,Porsche,2010 Porsche Cayenne
2010 Porsche Cayenne Tiptronic,TRUE,Porsche 3.6L 6 cylinder 290 hp 273 ft-lbs,2010,3,2,290,273,3.6,6 ,6,163,190,138,14,20,Gasoline,Porsche,2010 Porsche Cayenne
2011 Porsche 911 Carrera GTS Cabriolet,TRUE,Porsche 3.8L 6 Cylinder 408 hp 310 ft-lbs,2011,2,1,408,310,3.8,6 ,6,20,83,60,18,26,Gasoline,Porsche,2011 Porsche 911 Cabriolet
2011 Porsche Cayman,TRUE,Porsche 2.9L 6 Cylinder 265 hp 221 ft-lbs,2011,2,1,265,221,2.9,6 ,6,23,24,8,19,27,Gasoline,Porsche,2011 Porsche Cayman
2011 Porsche Cayman R,TRUE,Porsche 3.4L 6 Cylinder 330 hp 273 ft-lbs,2011,2,1,330,273,3.4,6 ,6,5,249,8,19,27,Gasoline,Porsche,2011 Porsche Cayman
2011 Porsche Cayman S,TRUE,Porsche 3.4L 6 Cylinder 320 hp 273 ft-lbs,2011,2,1,320,273,3.4,6 ,6,25,24,8,19,26,Gasoline,Porsche,2011 Porsche Cayman
2010 Porsche Cayman,TRUE,Porsche 2.9L 6 Cylinder 265 hp 221 ft-lbs,2010,2,1,265,221,2.9,6 ,6,23,24,8,19,27,Gasoline,Porsche,2010 Porsche Cayman
2010 Porsche Cayman S,TRUE,Porsche 3.4L 6 Cylinder 320 hp 273 ft-lbs,2010,2,1,320,273,3.4,6 ,6,25,24,8,19,26,Gasoline,Porsche,2010 Porsche Cayman
2011 Porsche 911 GT2 RS Coupe,TRUE,Porsche 3.6L 6 Cylinder 620 hp 516 ft-lbs Turbo,2011,2,1,620,516,3.6,6 ,6,5,115,59,16,23,Gasoline,Porsche,2011 Porsche 911 Coupe
2010 Rolls-Royce Ghost,TRUE,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,2010,2,2,563,575,6.6,12 ,8,13,24,156,13,20,Gasoline,Rolls-Royce,2010 Rolls-Royce Ghost
2010 Rolls-Royce Phantom Sedan,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2010,2,2,453,531,6.7,12 ,6,102,202,196,11,18,Gasoline,Rolls-Royce,2010 Rolls-Royce Phantom Sedan
2010 Rolls-Royce Phantom Sedan EWB,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2010,2,2,453,531,6.7,12 ,6,104,202,196,11,18,Gasoline,Rolls-Royce,2010 Rolls-Royce Phantom Sedan
2010 Rolls-Royce Phantom Coupe,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2010,2,2,453,531,6.7,12 ,6,61,234,194,11,18,Gasoline,Rolls-Royce,2010 Rolls-Royce Phantom Coupe
2010 Rolls-Royce Phantom Drophead Coupe,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2010,2,2,453,531,6.7,12 ,6,43,232,194,11,18,Gasoline,Rolls-Royce,2010 Rolls-Royce Phantom Drophead Coupe
2011 Rolls-Royce Ghost,TRUE,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,2011,2,2,563,575,6.6,12 ,8,13,24,156,13,20,Gasoline,Rolls-Royce,2011 Rolls-Royce Ghost
2011 Rolls-Royce Phantom Sedan,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2011,2,2,453,531,6.7,12 ,6,102,207,196,11,18,Gasoline,Rolls-Royce,2011 Rolls-Royce Phantom Sedan
2011 Rolls-Royce Phantom Sedan EWB,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2011,2,2,453,531,6.7,12 ,6,102,202,196,11,18,Gasoline,Rolls-Royce,2011 Rolls-Royce Phantom Sedan
2011 Rolls-Royce Phantom Coupe,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2011,2,2,453,531,6.7,12 ,6,61,234,194,11,18,Gasoline,Rolls-Royce,2011 Rolls-Royce Phantom Coupe
2011 Rolls-Royce Phantom Drophead Coupe,TRUE,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,2011,2,2,453,531,6.7,12 ,6,43,232,194,11,18,Gasoline,Rolls-Royce,2011 Rolls-Royce Phantom Drophead Coupe
2011 Saab 9-3 2.0T Aero Convertible MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,1,210,221,2.0,4 ,6,157,37,244,20,29,Gasoline,Saab,2011 Saab 9-3 Convertible
2011 Saab 9-3 2.0T Convertible,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,1,210,221,2.0,4 ,6,157,37,244,20,29,Gasoline,Saab,2011 Saab 9-3 Convertible
2011 Saab 9-3 2.0T Convertible AT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,2,210,221,2.0,4 ,5,157,37,244,19,27,Gasoline,Saab,2011 Saab 9-3 Convertible
2011 Saab 9-3 2.0T Aero Convertible,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,2,210,221,2.0,4 ,5,157,37,244,19,27,Gasoline,Saab,2011 Saab 9-3 Convertible
2010 Saab 9-3 2.0T Convertible AT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,2,210,221,2.0,4 ,5,157,37,244,19,27,Gasoline,Saab,2010 Saab 9-3 Convertible
2010 Saab 9-3 2.0T Aero Convertible MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,1,210,221,2.0,4 ,6,157,37,244,20,29,Gasoline,Saab,2010 Saab 9-3 Convertible
2010 Saab 9-3 2.0T Convertible,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,1,210,221,2.0,4 ,6,157,37,244,20,29,Gasoline,Saab,2010 Saab 9-3 Convertible
2010 Saab 9-3 2.0T Aero Convertible,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,2,210,221,2.0,4 ,5,157,37,244,19,27,Gasoline,Saab,2010 Saab 9-3 Convertible
2011 Saab 9-3 2.0T Sport Sedan AT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,2,210,221,2.0,4 ,5,170,37,8,19,28,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T Aero Sport Sedan,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,2,210,221,2.0,4 ,5,170,37,8,19,28,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T Aero Sport Sedan MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,1,210,221,2.0,4 ,6,170,37,8,21,31,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T Aero Sport Sedan XWD,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,3,2,210,221,2.0,4 ,6,249,80,8,17,27,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T Sport Sedan XWD,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,3,2,210,221,2.0,4 ,6,249,80,8,17,27,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T Sport Sedan,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,1,210,221,2.0,4 ,6,170,37,8,21,31,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T Aero Sport Sedan XWD MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,3,1,210,221,2.0,4 ,6,249,80,8,20,29,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T Sport Sedan XWD MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,3,1,210,221,2.0,4 ,6,249,80,8,20,29,Gasoline,Saab,2011 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Aero Sport Sedan,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,2,210,221,2.0,4 ,5,170,37,8,19,28,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Sport Sedan XWD,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,3,2,210,221,2.0,4 ,6,170,37,8,17,27,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Aero Sport Sedan XWD,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,3,2,210,221,2.0,4 ,6,170,37,8,17,27,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Sport Sedan XWD MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,3,1,210,221,2.0,4 ,6,170,37,8,20,29,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Sport Sedan AT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,2,210,221,2.0,4 ,5,170,37,8,19,28,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Sport Sedan,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,1,210,221,2.0,4 ,6,170,37,8,21,31,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Aero Sport Sedan XWD MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,3,1,210,221,2.0,4 ,6,170,37,8,20,29,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2010 Saab 9-3 2.0T Aero Sport Sedan MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,1,210,221,2.0,4 ,6,170,37,8,21,31,Gasoline,Saab,2010 Saab 9-3 Sport Sedan
2011 Saab 9-3 2.0T SportCombi,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,1,210,221,2.0,4 ,6,216,63,8,21,31,Gasoline,Saab,2011 Saab 9-3 SportCombi
2011 Saab 9-3 2.0T Aero SportCombi MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,1,210,221,2.0,4 ,6,216,63,8,21,31,Gasoline,Saab,2011 Saab 9-3 SportCombi
2011 Saab 9-3 2.0T SportCombi XWD,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,3,2,210,221,2.0,4 ,6,249,80,8,17,27,Gasoline,Saab,2011 Saab 9-3 SportCombi
2011 Saab 9-3 2.0T SportCombi AT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,2,210,221,2.0,4 ,5,216,63,8,19,28,Gasoline,Saab,2011 Saab 9-3 SportCombi
2011 Saab 9-3 2.0T Aero SportCombi,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,1,2,210,221,2.0,4 ,5,216,63,8,19,27,Gasoline,Saab,2011 Saab 9-3 SportCombi
2011 Saab 9-3 2.0T SportCombi XWD MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2011,3,1,210,221,2.0,4 ,6,249,80,8,20,29,Gasoline,Saab,2011 Saab 9-3 SportCombi
2010 Saab 9-3 2.0T SportCombi XWD MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,3,1,210,221,2.0,4 ,6,249,80,8,20,29,Gasoline,Saab,2010 Saab 9-3 SportCombi
2010 Saab 9-3 2.0T SportCombi AT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,2,210,221,2.0,4 ,5,216,63,8,19,27,Gasoline,Saab,2010 Saab 9-3 SportCombi
2010 Saab 9-3 2.0T Aero SportCombi MT,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,1,210,221,2.0,4 ,6,216,63,8,21,31,Gasoline,Saab,2010 Saab 9-3 SportCombi
2010 Saab 9-3 2.0T SportCombi XWD,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,3,2,210,221,2.0,4 ,6,249,80,8,17,27,Gasoline,Saab,2010 Saab 9-3 SportCombi
2010 Saab 9-3 2.0T Aero SportCombi,TRUE,Saab 2.0L 4 Cylinder 210 hp 221 ft-lbs Turbo,2010,1,2,210,221,2.0,4 ,5,216,63,8,19,27,Gasoline,Saab,2010 Saab 9-3 SportCombi
2011 Saab 9-4X 3.0i,TRUE,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,2011,1,2,265,223,3.0,6 ,6,142,220,113,18,25,Gasoline,Saab,2011 Saab 9-4X
2011 Saab 9-4X 3.0i Aero,TRUE,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,2011,3,2,300,295,2.8,6 ,6,142,220,113,15,22,Gasoline,Saab,2011 Saab 9-4X
2011 Saab 9-4X 3.0i Premium,TRUE,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,2011,1,2,265,223,3.0,6 ,6,142,220,113,18,25,Gasoline,Saab,2011 Saab 9-4X
2011 Saab 9-4X 3.0i Premium XWD,TRUE,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,2011,3,2,265,223,3.0,6 ,6,142,220,113,17,23,Gasoline,Saab,2011 Saab 9-4X
2011 Saab 9-4X 3.0i XWD,TRUE,Saab 3.0L 6 Cylinder 265 hp 223 ft-lbs,2011,3,2,265,223,3.0,6 ,6,142,220,113,17,23,Gasoline,Saab,2011 Saab 9-4X
2011 Saab 9-5 Sedan Turbo4 AT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,2011,1,2,220,258,2.0,4 ,6,188,144,69,13,21,E85,Saab,2011 Saab 9-5 Sedan
2011 Saab 9-5 Sedan Turbo4 Premium MT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,2011,1,1,220,258,2.0,4 ,6,188,144,69,20,33,Gasoline,Saab,2011 Saab 9-5 Sedan
2011 Saab 9-5 Sedan Turbo6 XWD,TRUE,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,2011,3,2,300,295,2.8,6 ,6,188,144,69,17,27,Gasoline,Saab,2011 Saab 9-5 Sedan
2011 Saab 9-5 Aero Sedan,TRUE,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,2011,3,2,300,295,2.8,6 ,6,188,144,69,17,27,Gasoline,Saab,2011 Saab 9-5 Sedan
2011 Saab 9-5 Sedan Turbo4,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,2011,1,1,220,258,2.0,4 ,6,188,144,69,20,33,Gasoline,Saab,2011 Saab 9-5 Sedan
2011 Saab 9-5 Sedan Turbo4 Premium,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,2011,1,2,220,258,2.0,4 ,6,188,144,69,18,28,Gasoline,Saab,2011 Saab 9-5 Sedan
2010 Saab 9-5 Aero Sedan,TRUE,Saab 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,2010,3,2,300,295,2.8,6 ,6,185,144,74,16,27,Gasoline,Saab,2010 Saab 9-5 Sedan
2012 Saab 9-3 Sport Sedan Aero,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,2,220,258,2.0,4 ,6,170,37,8,19,29,Gasoline,Saab,2012 Saab 9-3 Sport Sedan
2012 Saab 9-3 Sport Sedan Turbo4 AT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,2,220,258,2.0,4 ,6,170,37,8,14,20,E85,Saab,2012 Saab 9-3 Sport Sedan
2012 Saab 9-3 Sport Sedan Turbo4,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,1,220,258,2.0,4 ,6,170,37,8,15,23,E85,Saab,2012 Saab 9-3 Sport Sedan
2012 Saab 9-3 Sport Sedan Aero MT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,1,220,258,2.0,4 ,6,170,37,8,20,33,Gasoline,Saab,2012 Saab 9-3 Sport Sedan
2012 Saab 9-3 SportCombi Turbo4,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,1,220,258,2.0,4 ,6,170,63,8,15,23,E85,Saab,2012 Saab 9-3 SportCombi
2012 Saab 9-3 SportCombi Turbo4 AT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,2,220,258,2.0,4 ,6,170,63,8,13,21,E85,Saab,2012 Saab 9-3 SportCombi
2012 Saab 9-3 Convertible Turbo4,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,1,220,258,2.0,4 ,6,157,37,244,15,23,E85,Saab,2012 Saab 9-3 Convertible
2012 Saab 9-3 Convertible Turbo4 AT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,2,220,258,2.0,4 ,6,157,37,244,18,28,Gasoline,Saab,2012 Saab 9-3 Convertible
2012 Saab 9-3 Convertible Aero,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,2,220,258,2.0,4 ,6,157,37,244,18,28,Gasoline,Saab,2012 Saab 9-3 Convertible
2012 Saab 9-3 Convertible Aero MT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,1,220,258,2.0,4 ,6,157,37,244,15,23,E85,Saab,2012 Saab 9-3 Convertible
2012 Saab 9-3 Convertible Independence,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,2,220,258,2.0,4 ,6,157,37,244,18,28,Gasoline,Saab,2012 Saab 9-3 Convertible
2012 Saab 9-3 Convertible Independence MT,TRUE,Saab 2.0L 4 Cylinder 220 hp 258 ft-lbs Turbo FFV,2012,1,1,220,258,2.0,4 ,6,157,37,244,20,33,Gasoline,Saab,2012 Saab 9-3 Convertible
2012 Scion tC,TRUE,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,2012,1,1,180,173,2.5,4 ,6,134,67,3,23,31,Gasoline,Scion,2012 Scion tC
2012 Scion tC AT,TRUE,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,2012,1,2,180,173,2.5,4 ,6,134,67,3,23,31,Gasoline,Scion,2012 Scion tC
2012 Scion tC 7.0,TRUE,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,2012,1,1,180,173,2.5,4 ,6,134,67,3,23,31,Gasoline,Scion,2012 Scion tC
2012 Scion tC 7.0 AT,TRUE,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,2012,1,2,180,173,2.5,4 ,6,134,67,3,23,31,Gasoline,Scion,2012 Scion tC
2011 Scion tC,TRUE,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,2011,1,1,180,173,2.5,4 ,6,134,67,3,23,31,Gasoline,Scion,2011 Scion tC
2011 Scion tC AT,TRUE,Scion 2.5L 4 Cylinder 180hp 173ft-lbs,2011,1,2,180,173,2.5,4 ,6,134,67,3,23,31,Gasoline,Scion,2011 Scion tC
2010 Scion tC,TRUE,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,2010,1,1,161,162,2.4,4 ,5,134,67,219,20,27,Gasoline,Scion,2010 Scion tC
2010 Scion tC AT,TRUE,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,2010,1,2,161,162,2.4,4 ,4,134,67,219,21,29,Gasoline,Scion,2010 Scion tC
2010 Scion tC 6.0,TRUE,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,2010,1,1,161,162,2.4,4 ,5,134,67,219,20,27,Gasoline,Scion,2010 Scion tC
2010 Scion tC 6.0 AT,TRUE,Scion 2.4L 4 Cylinder 161hp 162ft-lbs,2010,1,2,161,162,2.4,4 ,4,134,67,219,21,29,Gasoline,Scion,2010 Scion tC
2012 Scion xB,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2012,1,1,158,162,2.4,4 ,5,74,153,224,22,28,Gasoline,Scion,2012 Scion xB
2012 Scion xB AT,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2012,1,2,158,162,2.4,4 ,4,74,153,224,22,28,Gasoline,Scion,2012 Scion xB
2011 Scion xB,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2011,1,1,158,162,2.4,4 ,5,74,153,224,22,28,Gasoline,Scion,2011 Scion xB
2011 Scion xB AT,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2011,1,2,158,162,2.4,4 ,4,74,153,224,22,28,Gasoline,Scion,2011 Scion xB
2011 Scion xB 8.0,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2011,1,1,158,162,2.4,4 ,5,74,153,224,22,28,Gasoline,Scion,2011 Scion xB
2011 Scion xB 8.0 AT,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2011,1,2,158,162,2.4,4 ,4,74,153,224,22,28,Gasoline,Scion,2011 Scion xB
2010 Scion xB,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2010,1,1,158,162,2.4,4 ,5,64,153,224,22,28,Gasoline,Scion,2010 Scion xB
2010 Scion xB AT,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2010,1,2,158,162,2.4,4 ,4,64,153,224,22,28,Gasoline,Scion,2010 Scion xB
2010 Scion xB 7.0,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2010,1,1,158,162,2.4,4 ,5,54,153,224,22,28,Gasoline,Scion,2010 Scion xB
2010 Scion xB 7.0 AT,TRUE,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,2010,1,2,158,162,2.4,4 ,4,54,153,224,22,28,Gasoline,Scion,2010 Scion xB
2011 Scion xD,TRUE,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,2011,1,1,128,125,1.8,4 ,5,228,89,188,27,33,Gasoline,Scion,2011 Scion xD
2011 Scion xD AT,TRUE,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,2011,1,2,128,125,1.8,4 ,4,228,89,188,27,33,Gasoline,Scion,2011 Scion xD
2011 Scion xD 3.0,TRUE,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,2011,1,1,128,125,1.8,4 ,5,228,89,188,27,33,Gasoline,Scion,2011 Scion xD
2011 Scion xD 3.0 AT,TRUE,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,2011,1,2,128,125,1.8,4 ,4,228,89,188,27,33,Gasoline,Scion,2011 Scion xD
2010 Scion xD,TRUE,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,2010,1,1,128,125,1.8,4 ,5,244,89,188,27,33,Gasoline,Scion,2010 Scion xD
2010 Scion xD AT,TRUE,Scion 1.8L 4 Cylinder 128 hp 125 ft-lbs.,2010,1,2,128,125,1.8,4 ,4,244,89,188,27,33,Gasoline,Scion,2010 Scion xD
2011 Subaru Forester 2.5XT Premium,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2011,3,2,224,226,2.5,4 ,4,163,207,244,19,24,Gasoline,Subaru,2011 Subaru Forester
2011 Subaru Forester 2.5X Limited,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2011,3,2,170,174,2.5,4 ,4,163,207,244,21,27,Gasoline,Subaru,2011 Subaru Forester
2011 Subaru Forester 2.5X,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2011,3,1,170,174,2.5,4 ,5,137,207,244,21,27,Gasoline,Subaru,2011 Subaru Forester
2011 Subaru Forester 2.5X Touring,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2011,3,2,170,174,2.5,4 ,4,163,207,244,21,27,Gasoline,Subaru,2011 Subaru Forester
2011 Subaru Forester 2.5X Premium,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2011,3,1,170,174,2.5,4 ,5,163,207,244,21,27,Gasoline,Subaru,2011 Subaru Forester
2011 Subaru Forester 2.5XT Touring,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2011,3,2,224,226,2.5,4 ,4,163,207,244,19,24,Gasoline,Subaru,2011 Subaru Forester
2011 Subaru Forester 2.5X AT,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2011,3,2,170,174,2.5,4 ,4,137,207,244,21,27,Gasoline,Subaru,2011 Subaru Forester
2011 Subaru Forester 2.5X Premium AT,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2011,3,2,170,174,2.5,4 ,4,163,207,244,21,27,Gasoline,Subaru,2011 Subaru Forester
2010 Subaru Forester 2.5XT Premium,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2010,3,2,224,226,2.5,4 ,4,163,207,244,19,24,Gasoline,Subaru,2010 Subaru Forester
2010 Subaru Forester 2.5X,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,5,137,207,244,20,27,Gasoline,Subaru,2010 Subaru Forester
2010 Subaru Forester 2.5X Limited,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,2,170,170,2.5,4 ,4,163,207,244,20,26,Gasoline,Subaru,2010 Subaru Forester
2010 Subaru Forester 2.5X AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,2,170,170,2.5,4 ,4,137,207,244,20,26,Gasoline,Subaru,2010 Subaru Forester
2010 Subaru Forester 2.5XT Limited,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2010,3,2,224,226,2.5,4 ,4,163,207,244,19,24,Gasoline,Subaru,2010 Subaru Forester
2010 Subaru Forester 2.5X Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,5,163,207,244,20,27,Gasoline,Subaru,2010 Subaru Forester
2010 Subaru Forester 2.5X Premium AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,2,170,170,2.5,4 ,4,163,207,244,20,26,Gasoline,Subaru,2010 Subaru Forester
2012 Subaru Impreza Sedan 2.0i,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,195,227,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Sedan
2012 Subaru Impreza Sedan 2.0i PZEV,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,195,227,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Sedan
